TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
228,35,42,71,0.7952127659574468,0.6283185840707964,0.8669201520912547,0.8023486658366701,0.6484018264840181
179,63,27,77,0.7398843930635838,0.7403846153846154,0.7396694214876033,0.7879450095359187,0.6311475409836066
207,49,35,75,0.7704918032786885,0.6818181818181818,0.80859375,0.7827059659090909,0.641025641025641
