TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
205,37,44,60,0.7658959537572254,0.5769230769230769,0.8471074380165289,0.7616417673235856,0.5970149253731344
227,34,65,47,0.7345844504021448,0.41964285714285715,0.8697318007662835,0.7227011494252874,0.48704663212435234
206,50,48,62,0.73224043715847,0.5636363636363636,0.8046875,0.7335227272727272,0.5585585585585585
