Metric,Mean,Standard Deviation
TN,196.0,3.605551275463989
FP,62.333333333333336,17.7857620959388
FN,36.0,6.557438524302
TP,75.0,4.0
Accuracy,0.7355820035859263,0.04907147522660218
Sensitivity,0.6768356376610877,0.04655984532429139
Specificity,0.7608248634518943,0.05652892190892281
ROC AUC,0.7655063704335109,0.032403903489134966
F1 Score,0.6074767514767515,0.05930628286670025
