Metric,Mean,Standard Deviation
TN,314.6666666666667,43.015501081974314
FP,76.33333333333333,21.197484127446195
FN,72.0,10.816653826391969
TP,95.66666666666667,0.5773502691896257
Accuracy,0.7333327574583488,0.03660537656068414
Sensitivity,0.5721936753841042,0.03829815829723464
Specificity,0.8024423787135652,0.06650579207404385
ROC AUC,0.7606580154513277,0.02244888210000878
F1 Score,0.5639946512024924,0.022918456229707403
