TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
232,94,41,99,0.7103004291845494,0.7071428571428572,0.7116564417177914,0.7700920245398772,0.5945945945945946
239,92,40,102,0.7209302325581395,0.7183098591549296,0.7220543806646526,0.7779668950257435,0.6071428571428571
260,101,39,116,0.7286821705426356,0.7483870967741936,0.7202216066481995,0.7781788937539095,0.6236559139784946
