Metric,Mean,Standard Deviation
TN,165.66666666666666,7.767453465154029
FP,90.33333333333333,6.8068592855540455
FN,36.333333333333336,7.505553499465135
TP,73.66666666666667,3.7859388972001824
Accuracy,0.6545048457600399,0.02222827862353697
Sensitivity,0.6711558556386142,0.05185426240493167
Specificity,0.6473491225385165,0.009683910240866449
ROC AUC,0.6930494288893746,0.029252348485000797
F1 Score,0.53839571442349,0.035419484645434866
