Metric,Mean,Standard Deviation
TN,215.33333333333334,16.258331197676267
FP,37.666666666666664,15.044378795195676
FN,57.333333333333336,4.932882862316248
TP,51.333333333333336,4.041451884327381
Accuracy,0.7375177413490345,0.030610126464917658
Sensitivity,0.47258158508158504,0.03581680324861553
Specificity,0.8513032047882166,0.05788938406818687
ROC AUC,0.7398010343126918,0.028591977455065712
F1 Score,0.5202749915061069,0.014446207608230274
