Metric,Mean,Standard Deviation
TN,221.0,14.106735979665885
FP,106.0,22.60530911091463
FN,43.0,5.5677643628300215
TP,97.33333333333333,19.2180470738661
Accuracy,0.6817055628644119,0.01819410144459091
Sensitivity,0.6894744812963803,0.06275973919539048
Specificity,0.6783647385063154,0.03603416267731716
ROC AUC,0.7331390701617672,0.038224242000013564
F1 Score,0.5648660726500013,0.02653743508622011
