TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
258,78,53,91,0.7270833333333333,0.6319444444444444,0.7678571428571429,0.7410094246031746,0.5814696485623002
189,100,33,91,0.6779661016949152,0.7338709677419355,0.6539792387543253,0.7640082598504296,0.5777777777777777
265,61,53,87,0.7553648068669528,0.6214285714285714,0.8128834355828221,0.7707931638913234,0.6041666666666667
