Metric,Mean,Standard Deviation
TN,257.3333333333333,30.0055550412475
FP,130.0,33.60059523282288
FN,44.666666666666664,10.692676621563628
TP,121.33333333333333,15.947831618540913
Accuracy,0.6846280273398917,0.03403093350957854
Sensitivity,0.7299520630029104,0.06764857309194376
Specificity,0.6652034406271694,0.07742209174220846
ROC AUC,0.7614042389964428,0.005317779735564023
F1 Score,0.5816337199003606,0.005301056444465882
