Metric,Mean,Standard Deviation
TN,188.0,14.422205101855956
FP,72.0,14.730919862656235
FN,40.666666666666664,4.725815626252609
TP,71.0,4.0
Accuracy,0.6969613364574375,0.030402204951898784
Sensitivity,0.6360059188599011,0.03922426584652864
Specificity,0.723153368393961,0.05580058902885391
ROC AUC,0.7224931083826166,0.0208222667890654
F1 Score,0.558170142274122,0.018974071209634572
