Metric,Mean,Standard Deviation
TN,309.3333333333333,12.858201014657272
FP,62.333333333333336,19.55334583474995
FN,82.0,9.643650760992955
TP,77.33333333333333,11.930353445448855
Accuracy,0.7284917345242393,0.015903992908829916
Sensitivity,0.4847156028684691,0.0668675689351036
Specificity,0.8330107051418527,0.04842601709332495
ROC AUC,0.7500794977074249,0.014767544438368179
F1 Score,0.5158068392660311,0.02640544347348543
