TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
250,39,67,57,0.7433414043583535,0.4596774193548387,0.8650519031141869,0.7613293894407858,0.5181818181818182
298,28,78,62,0.7725321888412017,0.44285714285714284,0.9141104294478528,0.7821866783523226,0.5391304347826087
286,75,66,89,0.7267441860465116,0.5741935483870968,0.7922437673130194,0.7367884907514968,0.5579937304075235
