Metric,Mean,Standard Deviation
TN,278.0,24.979991993593593
FP,47.333333333333336,24.583192089989726
FN,70.33333333333333,6.6583281184793925
TP,69.33333333333333,17.21433511156714
Accuracy,0.747539259748689,0.023180849690860404
Sensitivity,0.4922427035330261,0.07146807787107967
Specificity,0.8571353666250197,0.06131781549810502
ROC AUC,0.7601015195148685,0.02272398749727197
F1 Score,0.5384353277906501,0.019915056340982795
