Metric,Mean,Standard Deviation
TN,156.66666666666666,8.621678104251709
FP,97.0,19.313207915827967
FN,30.0,1.7320508075688772
TP,79.0,4.58257569495584
Accuracy,0.6509415549430893,0.0403796782548973
Sensitivity,0.7245358623677207,0.017384467141633088
Specificity,0.6193196957258377,0.06089829849820694
ROC AUC,0.7434154078549993,0.027583167349079087
F1 Score,0.556073535901972,0.027853619628613893
