Metric,Mean,Standard Deviation
TN,162.33333333333334,15.143755588800731
FP,93.66666666666667,5.773502691896257
FN,32.0,3.605551275463989
TP,78.0,4.358898943540674
Accuracy,0.6561861090885325,0.026509020179976178
Sensitivity,0.7093139619001688,0.024215471019513584
Specificity,0.6333568481532497,0.03115467402706414
ROC AUC,0.7210653391753183,0.021221705849677214
F1 Score,0.5538852045341133,0.02584432430574517
