TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
212,30,55,49,0.7543352601156069,0.47115384615384615,0.8760330578512396,0.7684758423394787,0.5355191256830601
233,28,63,49,0.7560321715817694,0.4375,0.89272030651341,0.7396346469622331,0.5185185185185185
201,55,54,56,0.7021857923497268,0.509090909090909,0.78515625,0.7112926136363636,0.5067873303167421
