Metric,Mean,Standard Deviation
TN,212.0,11.532562594670797
FP,105.0,13.856406460551018
FN,41.333333333333336,4.163331998932266
TP,94.66666666666667,9.451631252505218
Accuracy,0.6774556656517264,0.009538352117539258
Sensitivity,0.695515446321898,0.02867023562154746
Specificity,0.66970207727022,0.020022345699682656
ROC AUC,0.7363017110994825,0.012382378027911582
F1 Score,0.5641390430122825,0.011343989287320347
