Metric,Mean,Standard Deviation
TN,304.0,10.0
FP,67.66666666666667,4.932882862316247
FN,69.33333333333333,11.015141094572204
TP,90.0,7.810249675906654
Accuracy,0.7422594231772052,0.02464791502889574
Sensitivity,0.5656689382804032,0.05904050317442857
Specificity,0.8179592720576329,0.011637571367365141
ROC AUC,0.7640281828713338,0.024428408050653053
F1 Score,0.5678395254307792,0.04868290220846771
