Metric,Mean,Standard Deviation
TN,149.66666666666666,19.857828011475306
FP,105.66666666666667,18.903262505010435
FN,38.333333333333336,3.0550504633038935
TP,71.33333333333333,7.637626158259734
Accuracy,0.6050763750291391,0.05560520498093685
Sensitivity,0.6492734772602029,0.042304111133765955
Specificity,0.5861038160107257,0.0704142966307699
ROC AUC,0.6474915135314182,0.07221155710158061
F1 Score,0.49827480594557866,0.04764562473981185
