TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
314,71,65,100,0.7527272727272727,0.6060606060606061,0.8155844155844156,0.7828256591892956,0.5952380952380951
241,155,48,122,0.6413427561837456,0.7176470588235294,0.6085858585858586,0.7269607843137254,0.5458612975391499
256,157,47,130,0.6542372881355932,0.7344632768361582,0.6198547215496368,0.7374317724791726,0.5603448275862069
