Metric,Mean,Standard Deviation
TN,270.3333333333333,38.552993831002716
FP,127.66666666666667,49.08496035786658
FN,53.333333333333336,10.115993936995679
TP,117.33333333333333,15.534906930308058
Accuracy,0.6827691056822038,0.06092762994564636
Sensitivity,0.6860569805734312,0.0697872570635872
Specificity,0.6813416652399704,0.11639408848027852
ROC AUC,0.7490727386607312,0.029696045720700302
F1 Score,0.5671480734544839,0.02538168933520408
