Metric,Mean,Standard Deviation
TN,323.6666666666667,36.2537354397217
FP,64.33333333333333,20.008331597945226
FN,85.66666666666667,18.929694486000912
TP,80.66666666666667,11.239810200058244
Accuracy,0.7293806719363319,0.01725288036490106
Sensitivity,0.4877792281009381,0.0907151786991855
Specificity,0.8329403670331706,0.05821730140282262
ROC AUC,0.7369286097492386,0.011276648536138575
F1 Score,0.5171763615625892,0.03576472495957569
