TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
290,95,57,108,0.7236363636363636,0.6545454545454545,0.7532467532467533,0.7667532467532467,0.5869565217391304
231,133,39,117,0.6692307692307692,0.75,0.6346153846153846,0.7613412228796844,0.5763546798029557
251,162,38,139,0.6610169491525424,0.7853107344632768,0.6077481840193705,0.7561182473563973,0.5815899581589958
