Metric,Mean,Standard Deviation
TN,319.3333333333333,12.662279942148386
FP,78.66666666666667,11.06044001535804
FN,72.66666666666667,11.015141094572204
TP,98.0,10.44030650891055
Accuracy,0.7340507911963862,0.007385277671723481
Sensitivity,0.5744483720555505,0.06137236085042265
Specificity,0.8025065016590439,0.02481074480991974
ROC AUC,0.7567373311132712,0.011560472465436832
F1 Score,0.5634998329252143,0.029804292569459743
