Metric,Mean,Standard Deviation
TN,286.0,21.633307652783937
FP,95.0,9.848857801796104
FN,62.333333333333336,3.511884584284246
TP,101.0,8.888194417315589
Accuracy,0.7108662955585858,0.009987119727961015
Sensitivity,0.6179621894293167,0.013414539006410703
Specificity,0.7506921777552509,0.018495318975651556
ROC AUC,0.7336284777610916,0.012501599068076335
F1 Score,0.5619633269198401,0.006316527685306185
