TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
259,137,55,115,0.6607773851590106,0.6764705882352942,0.6540404040404041,0.7094251336898395,0.5450236966824645
231,135,43,114,0.6596558317399618,0.7261146496815286,0.6311475409836066,0.7413856113605514,0.5615763546798029
256,157,50,127,0.6491525423728813,0.7175141242937854,0.6198547215496368,0.7065019630374413,0.5509761388286334
