Metric,Mean,Standard Deviation
TN,199.66666666666666,13.650396819628845
FP,62.666666666666664,16.65332799572906
FN,47.0,6.082762530298219
TP,65.66666666666667,8.736894948054106
Accuracy,0.7076532842082406,0.027294131901812485
Sensitivity,0.5818480370204507,0.06397694214308723
Specificity,0.7616951362281822,0.06079903875973496
ROC AUC,0.7311643174699928,0.0002961963550487007
F1 Score,0.5442255728491138,0.020696362476502653
