TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
162,101,40,73,0.625,0.6460176991150443,0.6159695817490495,0.6911739964332582,0.5087108013937282
193,49,44,60,0.7312138728323699,0.5769230769230769,0.7975206611570248,0.777892561983471,0.5633802816901408
174,87,33,79,0.67828418230563,0.7053571428571429,0.6666666666666666,0.7257799671592775,0.5683453237410072
