Metric,Mean,Standard Deviation
TN,176.33333333333334,15.631165450257807
FP,79.0,26.90724809414742
FN,39.0,5.5677643628300215
TP,70.66666666666667,9.71253485622231
Accuracy,0.6781660183793333,0.0531070350099478
Sensitivity,0.642765972965088,0.0642787493290336
Specificity,0.6933856365242469,0.09367831190429274
ROC AUC,0.7316155085253356,0.043652807012240016
F1 Score,0.5468121356082921,0.033089978276498476
