Metric,Mean,Standard Deviation
TN,256.6666666666667,19.295940851208403
FP,68.66666666666667,25.40341184434353
FN,50.666666666666664,4.041451884327381
TP,89.0,17.349351572897472
Accuracy,0.744423562677778,0.023775185390925692
Sensitivity,0.6335637480798771,0.0549867948550325
Specificity,0.792012157701291,0.05598880389135632
ROC AUC,0.7669904520571794,0.003362445636020223
F1 Score,0.5983195112852874,0.01100871613853364
