TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
246,118,59,97,0.6596153846153846,0.6217948717948718,0.6758241758241759,0.6920083122006199,0.522911051212938
280,116,56,114,0.696113074204947,0.6705882352941176,0.7070707070707071,0.7066250742721331,0.57
255,111,57,100,0.6787762906309751,0.6369426751592356,0.6967213114754098,0.7251400925829244,0.5434782608695653
