Metric,Mean,Standard Deviation
TN,167.33333333333334,9.71253485622231
FP,85.66666666666667,10.263202878893768
FN,32.333333333333336,7.571877794400365
TP,76.33333333333333,5.033222956847166
Accuracy,0.6742399973172565,0.02259518093038011
Sensitivity,0.7035589410589411,0.0603351750574921
Specificity,0.6616347563276442,0.035109649358328145
ROC AUC,0.7528974421607652,0.038793966190554016
F1 Score,0.5644112704241223,0.03157573226728849
