TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
206,83,41,83,0.6997578692493946,0.6693548387096774,0.71280276816609,0.7486047549949771,0.5724137931034482
221,110,42,100,0.678646934460888,0.704225352112676,0.6676737160120846,0.7444151312710098,0.568181818181818
240,121,50,105,0.6686046511627907,0.6774193548387096,0.6648199445983379,0.7408810651416317,0.5511811023622047
