TN,FP,FN,TP,Accuracy,Recall,Specificity,ROC AUC
197,66,42,71,0.7127659574468085,0.6283185840707964,0.7490494296577946,0.7420841885662369
192,78,37,79,0.7020725388601037,0.6810344827586207,0.7111111111111111,0.7519476372924648
199,43,29,75,0.791907514450867,0.7211538461538461,0.8223140495867769,0.8024872854418309
