Metric,Mean,Standard Deviation
TN,195.66666666666666,13.279056191361391
FP,57.333333333333336,9.451631252505218
FN,41.333333333333336,2.516611478423583
TP,67.33333333333333,4.041451884327381
Accuracy,0.7270243584583382,0.020216499448637917
Sensitivity,0.6194555444555444,0.022526268045620076
Specificity,0.7732212076353925,0.0371608803433883
ROC AUC,0.7262712199679529,0.014763746488663384
F1 Score,0.5772404063101378,0.012179947532968756
