TN,FP,FN,TP,Accuracy,Sensitivity,Specificity,ROC AUC,F1 Score
180,62,36,68,0.7167630057803468,0.6538461538461539,0.743801652892562,0.7438413858868405,0.5811965811965812
183,78,35,77,0.6970509383378016,0.6875,0.7011494252873564,0.739121510673235,0.5767790262172284
183,73,44,66,0.680327868852459,0.6,0.71484375,0.7076349431818182,0.5301204819277108
