Metric,Mean,Standard Deviation
TN,276.6666666666667,25.813433195399124
FP,111.33333333333333,34.7754702819866
FN,58.0,11.0
TP,108.33333333333333,17.616280348965084
Accuracy,0.6951877723339628,0.03353291585506277
Sensitivity,0.6493258178241446,0.07984333805904799
Specificity,0.7148649997774754,0.08191171231449369
ROC AUC,0.7453215085466666,0.004293667604817682
F1 Score,0.5608139284147287,0.005734699578378911
